Rank,Ticker,Company,Sector,Price,Market_Cap,PE,Revenue_Growth_Pct,Operating_Margin_Pct,DCF_Fair_Value,Comps_Fair_Value,Target_Price,Upside_Pct,Rating,Composite_Rating,TA_Signal,Quant_Score,FSA_Rating,Confluence_Pct,Golden_Cross,Financial_Health
11,LLY,Eli Lilly and Company,Healthcare,1215.8501,1084223848448,43.191833,55.50000000000001,49.386,,1247.2692395107601,1242.339531608608,2.178675776611594,HOLD,HOLD,BULLISH,0.8,Stable,50.0,False,Strong revenue growth; high operating margins; weak roe; positive fcf generation.
12,BRK-B,Berkshire Hathaway Inc.,Financial Services,496.145,1070112178176,14.7618265,4.3999999999999995,14.352,,513.0619667891827,516.3340667340506,4.069186776859701,HOLD,HOLD,BEARISH,-0.05000000000000002,Strong,50.0,False,Modest revenue growth; healthy margins; conservative balance sheet; positive fcf generation.
13,WMT,Walmart Inc.,Consumer Defensive,114.36,910085914624,40.409897,7.3,4.2150001999999995,81.9317964320426,88.10814830335417,93.70329895903134,-18.062872543694176,SELL,UNDERWEIGHT,BULLISH,0.6499999999999999,Stable,50.0,False,Modest revenue growth; compressed margins; strong roe; positive fcf generation.
14,JPM,JPMorgan Chase & Co.,Financial Services,331.7,888793923584,15.878412,12.7,43.741,,208.88432327926733,242.5322924594505,-26.882034229891318,SELL,SELL,BULLISH,0.4999999999999999,Stable,50.0,False,Strong revenue growth; high operating margins.
15,AMD,"Advanced Micro Devices, Inc.",Technology,530.54,865098792960,175.0957,37.8,14.396,,409.01,422.717876,-20.323090436159386,SELL,UNDERWEIGHT,BULLISH,0.4999999999999999,Strong,75.0,False,Strong revenue growth; healthy margins; conservative balance sheet; positive fcf generation.
16,V,Visa Inc.,Financial Services,341.05,648589672448,29.734087,17.1,67.34599999999999,472.16814633920217,334.3120320803125,399.13271597182154,17.030557388013932,OVERWEIGHT,OVERWEIGHT,BEARISH,-0.30000000000000004,Strong,50.0,False,Strong revenue growth; high operating margins; strong roe; positive fcf generation.
17,XOM,Exxon Mobil Corporation,Energy,136.31,564997718016,22.947811,2.6,6.3549999999999995,136.25568885879963,139.41666666666666,143.0355087681492,4.933980462291254,HOLD,OVERWEIGHT,BULLISH,0.6499999999999999,Stable,75.0,False,Modest revenue growth; compressed margins; conservative balance sheet; positive fcf generation.
18,AMAT,"Applied Materials, Inc.",Technology,694.675,551543767040,65.16651,11.4,31.896,,785.2619078836308,738.5923863069046,6.322004722626362,HOLD,OVERWEIGHT,BULLISH,0.4999999999999999,Strong,100.0,False,Strong revenue growth; high operating margins; conservative balance sheet; strong roe; positive fcf generation.
19,CAT,Caterpillar Inc.,Industrials,1024.32,471793532928,51.08828,22.2,18.180001,,809.169857164,837.5408857312,-18.234449612308644,SELL,UNDERWEIGHT,BULLISH,0.8,Strong,75.0,False,Strong revenue growth; healthy margins; elevated leverage; strong roe; positive fcf generation.
20,CSCO,"Cisco Systems, Inc.",Technology,117.785,464241885184,39.26167,12.0,24.992001,,168.133554,147.657232,25.3616606528845,OVERWEIGHT,BUY,BULLISH,0.4999999999999999,Strong,100.0,False,Strong revenue growth; high operating margins; strong roe; positive fcf generation.
